DOCID;DOCPOS;DOCTIME;ITEMID;SALES_VALUE;SALES_QUANTITY;PURCHASE_VALUE;PURCHASE_QUANTITY;CURRENCY;UNIT
0000003934;0001;2020-04-28 19:07:10.000;ITM0000018;99.92;8;0;0;EUR;KG
0000003934;0002;2020-04-28 19:07:10.000;ITM0000001;5.98;2;0;0;EUR;KG
0000003935;0001;2020-04-28 19:17:10.000;ITM0000007;23.12;8;0;0;EUR;PKG
0000003935;0002;2020-04-28 19:17:10.000;ITM0000019;15.96;4;0;0;EUR;KG
0000003936;0001;2020-04-28 19:27:10.000;ITM0000007;26.01;9;0;0;EUR;PKG
0000003936;0002;2020-04-28 19:27:10.000;ITM0000007;5.78;2;0;0;EUR;PKG
0000003937;0001;2020-04-28 19:37:10.000;ITM0000015;13.74;6;0;0;EUR;L
0000003937;0002;2020-04-28 19:37:10.000;ITM0000006;1.78;2;0;0;EUR;PKG
0000003938;0001;2020-04-28 19:47:10.000;ITM0000001;14.95;5;0;0;EUR;KG
0000003938;0002;2020-04-28 19:47:10.000;ITM0000001;2.99;1;0;0;EUR;KG
0000003939;0001;2020-04-28 19:57:10.000;ITM0000008;20.72;8;0;0;EUR;PKG
0000003939;0002;2020-04-28 19:57:10.000;ITM0000009;21.51;9;0;0;EUR;PKG
0000003940;0001;2020-04-28 20:07:10.000;ITM0000004;1.39;1;0;0;EUR;KG
0000003940;0002;2020-04-28 20:07:10.000;ITM0000001;23.92;8;0;0;EUR;KG
0000003941;0001;2020-04-28 20:17:10.000;ITM0000011;2.73;7;0;0;EUR;L
0000003942;0001;2020-04-28 20:27:10.000;ITM0000012;2.7;5;0;0;EUR;L
0000003942;0002;2020-04-28 20:27:10.000;ITM0000001;2.99;1;0;0;EUR;KG
0000003943;0001;2020-04-28 20:37:10.000;ITM0000008;7.77;3;0;0;EUR;PKG
0000003944;0001;2020-04-28 20:47:10.000;ITM0000014;14.31;9;0;0;EUR;L
0000003945;0001;2020-04-28 20:57:10.000;ITM0000005;14.45;5;0;0;EUR;KG
0000003945;0002;2020-04-28 20:57:10.000;ITM0000011;1.56;4;0;0;EUR;L
0000003946;0001;2020-04-28 21:07:10.000;ITM0000008;20.72;8;0;0;EUR;PKG
0000003947;0001;2020-04-28 21:17:10.000;ITM0000016;21.54;6;0;0;EUR;KG
0000003948;0001;2020-04-28 21:27:10.000;ITM0000017;4.59;1;0;0;EUR;KG
0000003949;0001;2020-04-28 21:37:10.000;ITM0000015;9.16;4;0;0;EUR;L
0000003949;0002;2020-04-28 21:37:10.000;ITM0000019;11.97;3;0;0;EUR;KG
0000003950;0001;2020-04-28 21:47:10.000;ITM0000016;25.13;7;0;0;EUR;KG
0000003951;0001;2020-04-28 21:57:10.000;ITM0000004;6.95;5;0;0;EUR;KG
0000003952;0001;2020-04-28 22:07:10.000;ITM0000014;4.77;3;0;0;EUR;L
0000003952;0002;2020-04-28 22:07:10.000;ITM0000005;5.78;2;0;0;EUR;KG
0000003953;0001;2020-04-28 22:17:10.000;ITM0000008;10.36;4;0;0;EUR;PKG
0000003953;0002;2020-04-28 22:17:10.000;ITM0000001;26.91;9;0;0;EUR;KG
0000003954;0001;2020-04-28 22:27:10.000;ITM0000004;9.73;7;0;0;EUR;KG
0000003954;0002;2020-04-28 22:27:10.000;ITM0000005;11.56;4;0;0;EUR;KG
0000003955;0001;2020-04-28 22:37:10.000;ITM0000016;14.36;4;0;0;EUR;KG
0000003956;0001;2020-04-28 22:47:10.000;ITM0000014;4.77;3;0;0;EUR;L
0000003956;0002;2020-04-28 22:47:10.000;ITM0000017;9.18;2;0;0;EUR;KG
0000003957;0001;2020-04-28 22:57:10.000;ITM0000001;26.91;9;0;0;EUR;KG
0000003958;0001;2020-04-28 23:07:10.000;ITM0000005;11.56;4;0;0;EUR;KG
0000003958;0002;2020-04-28 23:07:10.000;ITM0000013;6.45;5;0;0;EUR;L
0000003959;0001;2020-04-28 23:17:10.000;ITM0000009;11.95;5;0;0;EUR;PKG
0000003960;0001;2020-04-28 23:27:10.000;ITM0000019;31.92;8;0;0;EUR;KG
0000003961;0001;2020-04-28 23:37:10.000;ITM0000013;1.29;1;0;0;EUR;L
0000003961;0002;2020-04-28 23:37:10.000;ITM0000014;12.72;8;0;0;EUR;L
0000003962;0001;2020-04-28 23:47:10.000;ITM0000003;13.41;9;0;0;EUR;KG
0000003962;0002;2020-04-28 23:47:10.000;ITM0000011;1.17;3;0;0;EUR;L
0000003963;0001;2020-04-28 23:57:10.000;ITM0000007;17.34;6;0;0;EUR;PKG
0000003963;0002;2020-04-28 23:57:10.000;ITM0000003;11.92;8;0;0;EUR;KG
0000003964;0001;2020-04-29 00:07:10.000;ITM0000005;26.01;9;0;0;EUR;KG
0000003964;0002;2020-04-29 00:07:10.000;ITM0000005;5.78;2;0;0;EUR;KG
0000003965;0001;2020-04-29 00:17:10.000;ITM0000017;27.54;6;0;0;EUR;KG
0000003965;0002;2020-04-29 00:17:10.000;ITM0000016;32.31;9;0;0;EUR;KG
0000003966;0001;2020-04-29 00:27:10.000;ITM0000014;9.54;6;0;0;EUR;L
0000003967;0001;2020-04-29 00:37:10.000;ITM0000016;32.31;9;0;0;EUR;KG
0000003967;0002;2020-04-29 00:37:10.000;ITM0000011;1.95;5;0;0;EUR;L
0000003968;0001;2020-04-29 00:47:10.000;ITM0000007;23.12;8;0;0;EUR;PKG
0000003969;0001;2020-04-29 00:57:10.000;ITM0000015;6.87;3;0;0;EUR;L
0000003970;0001;2020-04-29 01:07:10.000;ITM0000013;6.45;5;0;0;EUR;L
0000003970;0002;2020-04-29 01:07:10.000;ITM0000003;11.92;8;0;0;EUR;KG
0000003971;0001;2020-04-29 01:17:10.000;ITM0000018;112.41;9;0;0;EUR;KG
0000003971;0002;2020-04-29 01:17:10.000;ITM0000004;5.56;4;0;0;EUR;KG
0000003972;0001;2020-04-29 01:27:10.000;ITM0000011;0.78;2;0;0;EUR;L
0000003973;0001;2020-04-29 01:37:10.000;ITM0000006;0.89;1;0;0;EUR;PKG
0000003974;0001;2020-04-29 01:47:10.000;ITM0000012;2.7;5;0;0;EUR;L
0000003975;0001;2020-04-29 01:57:10.000;ITM0000012;1.08;2;0;0;EUR;L
0000003976;0001;2020-04-29 02:07:10.000;ITM0000018;62.45;5;0;0;EUR;KG
0000003977;0001;2020-04-29 02:17:10.000;ITM0000007;8.67;3;0;0;EUR;PKG
0000003978;0001;2020-04-29 02:27:10.000;ITM0000013;10.32;8;0;0;EUR;L
0000003979;0001;2020-04-29 02:37:10.000;ITM0000003;2.98;2;0;0;EUR;KG
0000003980;0001;2020-04-29 02:47:10.000;ITM0000001;14.95;5;0;0;EUR;KG
0000003981;0001;2020-04-29 02:57:10.000;ITM0000005;5.78;2;0;0;EUR;KG
0000003982;0001;2020-04-29 03:07:10.000;ITM0000018;74.94;6;0;0;EUR;KG
0000003982;0002;2020-04-29 03:07:10.000;ITM0000007;20.23;7;0;0;EUR;PKG
0000003983;0001;2020-04-29 03:17:10.000;ITM0000018;112.41;9;0;0;EUR;KG
0000003984;0001;2020-04-29 03:27:10.000;ITM0000005;5.78;2;0;0;EUR;KG
0000003985;0001;2020-04-29 03:37:10.000;ITM0000001;23.92;8;0;0;EUR;KG
0000003986;0001;2020-04-29 03:47:10.000;ITM0000003;2.98;2;0;0;EUR;KG
0000003987;0001;2020-04-29 03:57:10.000;ITM0000008;20.72;8;0;0;EUR;PKG
0000003988;0001;2020-04-29 04:07:10.000;ITM0000018;74.94;6;0;0;EUR;KG
0000003989;0001;2020-04-29 04:17:10.000;ITM0000007;17.34;6;0;0;EUR;PKG
0000003990;0001;2020-04-29 04:27:10.000;ITM0000005;23.12;8;0;0;EUR;KG
0000003990;0002;2020-04-29 04:27:10.000;ITM0000011;3.51;9;0;0;EUR;L
0000003991;0001;2020-04-29 04:37:10.000;ITM0000004;5.56;4;0;0;EUR;KG
0000003991;0002;2020-04-29 04:37:10.000;ITM0000012;1.08;2;0;0;EUR;L
0000003992;0001;2020-04-29 04:47:10.000;ITM0000017;9.18;2;0;0;EUR;KG
0000003993;0001;2020-04-29 04:57:10.000;ITM0000019;3.99;1;0;0;EUR;KG
0000003994;0001;2020-04-29 05:07:10.000;ITM0000019;31.92;8;0;0;EUR;KG
0000003995;0001;2020-04-29 05:17:10.000;ITM0000001;5.98;2;0;0;EUR;KG
0000003996;0001;2020-04-29 05:27:10.000;ITM0000012;1.62;3;0;0;EUR;L
0000003997;0001;2020-04-29 05:37:10.000;ITM0000014;7.95;5;0;0;EUR;L
0000003997;0002;2020-04-29 05:37:10.000;ITM0000009;11.95;5;0;0;EUR;PKG
0000003998;0001;2020-04-29 05:47:10.000;ITM0000007;26.01;9;0;0;EUR;PKG
0000003998;0002;2020-04-29 05:47:10.000;ITM0000003;7.45;5;0;0;EUR;KG
0000003999;0001;2020-04-29 05:57:10.000;ITM0000005;17.34;6;0;0;EUR;KG
0000003999;0002;2020-04-29 05:57:10.000;ITM0000005;23.12;8;0;0;EUR;KG
0000004000;0001;2020-04-29 06:07:10.000;ITM0000006;7.12;8;0;0;EUR;PKG
0000004001;0001;2020-04-29 06:17:10.000;ITM0000007;14.45;5;0;0;EUR;PKG
0000004001;0002;2020-04-29 06:17:10.000;ITM0000015;16.03;7;0;0;EUR;L
0000004002;0001;2020-04-29 06:27:10.000;ITM0000017;32.13;7;0;0;EUR;KG
0000004003;0001;2020-04-29 06:37:10.000;ITM0000001;17.94;6;0;0;EUR;KG
0000004004;0001;2020-04-29 06:47:10.000;ITM0000019;19.95;5;0;0;EUR;KG
0000004005;0001;2020-04-29 06:57:10.000;ITM0000003;13.41;9;0;0;EUR;KG
0000004005;0002;2020-04-29 06:57:10.000;ITM0000007;20.23;7;0;0;EUR;PKG
0000004006;0001;2020-04-29 07:07:10.000;ITM0000007;8.67;3;0;0;EUR;PKG
0000004006;0002;2020-04-29 07:07:10.000;ITM0000001;2.99;1;0;0;EUR;KG
0000004007;0001;2020-04-29 07:17:10.000;ITM0000005;20.23;7;0;0;EUR;KG
0000004008;0001;2020-04-29 07:27:10.000;ITM0000011;2.73;7;0;0;EUR;L
0000004008;0002;2020-04-29 07:27:10.000;ITM0000020;63.12;8;0;0;EUR;KG
0000004009;0001;2020-04-29 07:37:10.000;ITM0000019;11.97;3;0;0;EUR;KG
0000004010;0001;2020-04-29 07:47:10.000;ITM0000013;3.87;3;0;0;EUR;L
0000004011;0001;2020-04-29 07:57:10.000;ITM0000006;2.67;3;0;0;EUR;PKG
0000004012;0001;2020-04-29 08:07:10.000;ITM0000014;11.13;7;0;0;EUR;L
0000004013;0001;2020-04-29 08:17:10.000;ITM0000015;20.61;9;0;0;EUR;L
0000004013;0002;2020-04-29 08:17:10.000;ITM0000001;20.93;7;0;0;EUR;KG
0000004014;0001;2020-04-29 08:27:10.000;ITM0000016;25.13;7;0;0;EUR;KG
0000004014;0002;2020-04-29 08:27:10.000;ITM0000005;5.78;2;0;0;EUR;KG
0000004015;0001;2020-04-29 08:37:10.000;ITM0000017;4.59;1;0;0;EUR;KG
0000004015;0002;2020-04-29 08:37:10.000;ITM0000008;2.59;1;0;0;EUR;PKG
0000004016;0001;2020-04-29 08:47:10.000;ITM0000018;24.98;2;0;0;EUR;KG
0000004017;0001;2020-04-29 08:57:10.000;ITM0000018;24.98;2;0;0;EUR;KG
0000004018;0001;2020-04-29 09:07:10.000;ITM0000017;9.18;2;0;0;EUR;KG
0000004019;0001;2020-04-29 09:17:10.000;ITM0000017;13.77;3;0;0;EUR;KG
0000004019;0002;2020-04-29 09:17:10.000;ITM0000007;14.45;5;0;0;EUR;PKG
0000004020;0001;2020-04-29 09:27:10.000;ITM0000012;4.32;8;0;0;EUR;L
0000004021;0001;2020-04-29 09:37:10.000;ITM0000003;2.98;2;0;0;EUR;KG
0000004021;0002;2020-04-29 09:37:10.000;ITM0000013;3.87;3;0;0;EUR;L
0000004022;0001;2020-04-29 09:47:10.000;ITM0000006;3.56;4;0;0;EUR;PKG
0000004022;0002;2020-04-29 09:47:10.000;ITM0000013;9.03;7;0;0;EUR;L
0000004023;0001;2020-04-29 09:57:10.000;ITM0000009;2.39;1;0;0;EUR;PKG
0000004024;0001;2020-04-29 10:07:10.000;ITM0000016;10.77;3;0;0;EUR;KG
0000004024;0002;2020-04-29 10:07:10.000;ITM0000014;4.77;3;0;0;EUR;L
0000004025;0001;2020-04-29 10:17:10.000;ITM0000019;15.96;4;0;0;EUR;KG
0000004025;0002;2020-04-29 10:17:10.000;ITM0000005;23.12;8;0;0;EUR;KG
0000004026;0001;2020-04-29 10:27:10.000;ITM0000003;1.49;1;0;0;EUR;KG
0000004026;0002;2020-04-29 10:27:10.000;ITM0000007;17.34;6;0;0;EUR;PKG
0000004027;0001;2020-04-29 10:37:10.000;ITM0000006;7.12;8;0;0;EUR;PKG
0000004028;0001;2020-04-29 10:47:10.000;ITM0000003;11.92;8;0;0;EUR;KG
0000004029;0001;2020-04-29 10:57:10.000;ITM0000004;2.78;2;0;0;EUR;KG
0000004029;0002;2020-04-29 10:57:10.000;ITM0000018;62.45;5;0;0;EUR;KG
0000004030;0001;2020-04-29 11:07:10.000;ITM0000005;8.67;3;0;0;EUR;KG
0000004031;0001;2020-04-29 11:17:10.000;ITM0000015;13.74;6;0;0;EUR;L
0000004032;0001;2020-04-29 11:27:10.000;ITM0000019;27.93;7;0;0;EUR;KG
0000004033;0001;2020-04-29 11:37:10.000;ITM0000018;37.47;3;0;0;EUR;KG
0000004033;0002;2020-04-29 11:37:10.000;ITM0000012;3.24;6;0;0;EUR;L
0000004034;0001;2020-04-29 11:47:10.000;ITM0000014;12.72;8;0;0;EUR;L
0000004034;0002;2020-04-29 11:47:10.000;ITM0000001;11.96;4;0;0;EUR;KG
0000004035;0001;2020-04-29 11:57:10.000;ITM0000004;12.51;9;0;0;EUR;KG
0000004036;0001;2020-04-29 12:07:10.000;ITM0000019;11.97;3;0;0;EUR;KG
0000004036;0002;2020-04-29 12:07:10.000;ITM0000019;15.96;4;0;0;EUR;KG
0000004037;0001;2020-04-29 12:17:10.000;ITM0000005;14.45;5;0;0;EUR;KG
0000004038;0001;2020-04-29 12:27:10.000;ITM0000019;11.97;3;0;0;EUR;KG
0000004039;0001;2020-04-29 12:37:10.000;ITM0000017;4.59;1;0;0;EUR;KG
0000004039;0002;2020-04-29 12:37:10.000;ITM0000020;23.67;3;0;0;EUR;KG
0000004040;0001;2020-04-29 12:47:10.000;ITM0000009;4.78;2;0;0;EUR;PKG
0000004040;0002;2020-04-29 12:47:10.000;ITM0000015;13.74;6;0;0;EUR;L
0000004041;0001;2020-04-29 12:57:10.000;ITM0000013;2.58;2;0;0;EUR;L
0000004042;0001;2020-04-29 13:07:10.000;ITM0000014;14.31;9;0;0;EUR;L
0000004042;0002;2020-04-29 13:07:10.000;ITM0000018;24.98;2;0;0;EUR;KG
0000004043;0001;2020-04-29 13:17:10.000;ITM0000006;8.01;9;0;0;EUR;PKG
0000004044;0001;2020-04-29 13:27:10.000;ITM0000007;23.12;8;0;0;EUR;PKG
0000004044;0002;2020-04-29 13:27:10.000;ITM0000014;1.59;1;0;0;EUR;L
0000004045;0001;2020-04-29 13:37:10.000;ITM0000006;4.45;5;0;0;EUR;PKG
0000004046;0001;2020-04-29 13:47:10.000;ITM0000011;1.17;3;0;0;EUR;L
0000004046;0002;2020-04-29 13:47:10.000;ITM0000005;14.45;5;0;0;EUR;KG
0000004047;0001;2020-04-29 13:57:10.000;ITM0000017;41.31;9;0;0;EUR;KG
0000004047;0002;2020-04-29 13:57:10.000;ITM0000007;11.56;4;0;0;EUR;PKG
0000004048;0001;2020-04-29 14:07:10.000;ITM0000012;2.16;4;0;0;EUR;L
0000004048;0002;2020-04-29 14:07:10.000;ITM0000006;7.12;8;0;0;EUR;PKG
0000004049;0001;2020-04-29 14:17:10.000;ITM0000004;12.51;9;0;0;EUR;KG
0000004049;0002;2020-04-29 14:17:10.000;ITM0000013;1.29;1;0;0;EUR;L
0000004050;0001;2020-04-29 14:27:10.000;ITM0000014;11.13;7;0;0;EUR;L
0000004050;0002;2020-04-29 14:27:10.000;ITM0000015;18.32;8;0;0;EUR;L
0000004051;0001;2020-04-29 14:37:10.000;ITM0000019;19.95;5;0;0;EUR;KG
0000004052;0001;2020-04-29 14:47:10.000;ITM0000003;10.43;7;0;0;EUR;KG
0000004052;0002;2020-04-29 14:47:10.000;ITM0000015;13.74;6;0;0;EUR;L
0000004053;0001;2020-04-29 14:57:10.000;ITM0000020;15.78;2;0;0;EUR;KG
0000004054;0001;2020-04-29 15:07:10.000;ITM0000020;55.23;7;0;0;EUR;KG
0000004054;0002;2020-04-29 15:07:10.000;ITM0000016;10.77;3;0;0;EUR;KG
0000004055;0001;2020-04-29 15:17:10.000;ITM0000001;8.97;3;0;0;EUR;KG
0000004055;0002;2020-04-29 15:17:10.000;ITM0000011;1.95;5;0;0;EUR;L
0000004056;0001;2020-04-29 15:27:10.000;ITM0000016;28.72;8;0;0;EUR;KG
0000004057;0001;2020-04-29 15:37:10.000;ITM0000014;9.54;6;0;0;EUR;L
0000004057;0002;2020-04-29 15:37:10.000;ITM0000008;23.31;9;0;0;EUR;PKG
0000004058;0001;2020-04-29 15:47:10.000;ITM0000009;14.34;6;0;0;EUR;PKG
0000004058;0002;2020-04-29 15:47:10.000;ITM0000012;1.08;2;0;0;EUR;L
0000004059;0001;2020-04-29 15:57:10.000;ITM0000018;37.47;3;0;0;EUR;KG
0000004059;0002;2020-04-29 15:57:10.000;ITM0000018;62.45;5;0;0;EUR;KG
0000004060;0001;2020-04-29 16:07:10.000;ITM0000015;20.61;9;0;0;EUR;L
0000004061;0001;2020-04-29 16:17:10.000;ITM0000005;8.67;3;0;0;EUR;KG
0000004062;0001;2020-04-29 16:27:10.000;ITM0000004;8.34;6;0;0;EUR;KG
0000004062;0002;2020-04-29 16:27:10.000;ITM0000012;1.62;3;0;0;EUR;L
0000004063;0001;2020-04-29 16:37:10.000;ITM0000009;19.12;8;0;0;EUR;PKG
0000004064;0001;2020-04-29 16:47:10.000;ITM0000020;31.56;4;0;0;EUR;KG
0000004064;0002;2020-04-29 16:47:10.000;ITM0000016;25.13;7;0;0;EUR;KG
0000004065;0001;2020-04-29 16:57:10.000;ITM0000020;7.89;1;0;0;EUR;KG
0000004065;0002;2020-04-29 16:57:10.000;ITM0000005;14.45;5;0;0;EUR;KG
0000004066;0001;2020-04-29 17:07:10.000;ITM0000018;62.45;5;0;0;EUR;KG
0000004067;0001;2020-04-29 17:17:10.000;ITM0000018;112.41;9;0;0;EUR;KG
0000004067;0002;2020-04-29 17:17:10.000;ITM0000017;18.36;4;0;0;EUR;KG
0000004068;0001;2020-04-29 17:27:10.000;ITM0000012;4.32;8;0;0;EUR;L
0000004069;0001;2020-04-29 17:37:10.000;ITM0000016;3.59;1;0;0;EUR;KG
0000004069;0002;2020-04-29 17:37:10.000;ITM0000003;2.98;2;0;0;EUR;KG
0000004070;0001;2020-04-29 17:47:10.000;ITM0000013;2.58;2;0;0;EUR;L
0000004070;0002;2020-04-29 17:47:10.000;ITM0000020;7.89;1;0;0;EUR;KG
0000004071;0001;2020-04-29 17:57:10.000;ITM0000018;49.96;4;0;0;EUR;KG
0000004072;0001;2020-04-29 18:07:10.000;ITM0000004;4.17;3;0;0;EUR;KG
0000004072;0002;2020-04-29 18:07:10.000;ITM0000013;6.45;5;0;0;EUR;L
0000004073;0001;2020-04-29 18:17:10.000;ITM0000013;3.87;3;0;0;EUR;L
0000004073;0002;2020-04-29 18:17:10.000;ITM0000003;7.45;5;0;0;EUR;KG
0000004074;0001;2020-04-29 18:27:10.000;ITM0000019;23.94;6;0;0;EUR;KG
0000004074;0002;2020-04-29 18:27:10.000;ITM0000006;5.34;6;0;0;EUR;PKG
0000004075;0001;2020-04-29 18:37:10.000;ITM0000003;1.49;1;0;0;EUR;KG
0000004075;0002;2020-04-29 18:37:10.000;ITM0000003;4.47;3;0;0;EUR;KG
0000004076;0001;2020-04-29 18:47:10.000;ITM0000015;16.03;7;0;0;EUR;L
0000004076;0002;2020-04-29 18:47:10.000;ITM0000019;35.91;9;0;0;EUR;KG
0000004077;0001;2020-04-29 18:57:10.000;ITM0000015;16.03;7;0;0;EUR;L
0000004078;0001;2020-04-29 19:07:10.000;ITM0000011;0.39;1;0;0;EUR;L
0000004079;0001;2020-04-29 19:17:10.000;ITM0000011;0.78;2;0;0;EUR;L
0000004079;0002;2020-04-29 19:17:10.000;ITM0000005;5.78;2;0;0;EUR;KG
0000004080;0001;2020-04-29 19:27:10.000;ITM0000014;12.72;8;0;0;EUR;L
0000004080;0002;2020-04-29 19:27:10.000;ITM0000017;18.36;4;0;0;EUR;KG
0000004081;0001;2020-04-29 19:37:10.000;ITM0000013;1.29;1;0;0;EUR;L
0000004081;0002;2020-04-29 19:37:10.000;ITM0000020;39.45;5;0;0;EUR;KG
0000004082;0001;2020-04-29 19:47:10.000;ITM0000015;11.45;5;0;0;EUR;L
0000004083;0001;2020-04-29 19:57:10.000;ITM0000008;10.36;4;0;0;EUR;PKG
0000004084;0001;2020-04-29 20:07:10.000;ITM0000011;1.56;4;0;0;EUR;L
0000004085;0001;2020-04-29 20:17:10.000;ITM0000017;22.95;5;0;0;EUR;KG
0000004085;0002;2020-04-29 20:17:10.000;ITM0000008;23.31;9;0;0;EUR;PKG
0000004086;0001;2020-04-29 20:27:10.000;ITM0000018;87.43;7;0;0;EUR;KG
0000004086;0002;2020-04-29 20:27:10.000;ITM0000009;2.39;1;0;0;EUR;PKG
0000004087;0001;2020-04-29 20:37:10.000;ITM0000015;11.45;5;0;0;EUR;L
0000004087;0002;2020-04-29 20:37:10.000;ITM0000019;7.98;2;0;0;EUR;KG
0000004088;0001;2020-04-29 20:47:10.000;ITM0000001;20.93;7;0;0;EUR;KG
0000004088;0002;2020-04-29 20:47:10.000;ITM0000019;15.96;4;0;0;EUR;KG
0000004089;0001;2020-04-29 20:57:10.000;ITM0000008;20.72;8;0;0;EUR;PKG
0000004090;0001;2020-04-29 21:07:10.000;ITM0000014;1.59;1;0;0;EUR;L
0000004091;0001;2020-04-29 21:17:10.000;ITM0000019;11.97;3;0;0;EUR;KG
0000004091;0002;2020-04-29 21:17:10.000;ITM0000014;3.18;2;0;0;EUR;L
0000004092;0001;2020-04-29 21:27:10.000;ITM0000009;21.51;9;0;0;EUR;PKG
0000004092;0002;2020-04-29 21:27:10.000;ITM0000018;112.41;9;0;0;EUR;KG
0000004093;0001;2020-04-29 21:37:10.000;ITM0000018;62.45;5;0;0;EUR;KG
0000004093;0002;2020-04-29 21:37:10.000;ITM0000020;55.23;7;0;0;EUR;KG
0000004094;0001;2020-04-29 21:47:10.000;ITM0000006;4.45;5;0;0;EUR;PKG
0000004095;0001;2020-04-29 21:57:10.000;ITM0000012;3.78;7;0;0;EUR;L
0000004095;0002;2020-04-29 21:57:10.000;ITM0000009;19.12;8;0;0;EUR;PKG
0000004096;0001;2020-04-29 22:07:10.000;ITM0000006;5.34;6;0;0;EUR;PKG
0000004097;0001;2020-04-29 22:17:10.000;ITM0000020;31.56;4;0;0;EUR;KG
0000004098;0001;2020-04-29 22:27:10.000;ITM0000005;20.23;7;0;0;EUR;KG
0000004098;0002;2020-04-29 22:27:10.000;ITM0000019;19.95;5;0;0;EUR;KG
0000004099;0001;2020-04-29 22:37:10.000;ITM0000016;21.54;6;0;0;EUR;KG
0000004100;0001;2020-04-29 22:47:10.000;ITM0000019;23.94;6;0;0;EUR;KG
0000004101;0001;2020-04-29 22:57:10.000;ITM0000013;7.74;6;0;0;EUR;L
0000004101;0002;2020-04-29 22:57:10.000;ITM0000013;7.74;6;0;0;EUR;L
0000004102;0001;2020-04-29 23:07:10.000;ITM0000018;74.94;6;0;0;EUR;KG
0000004102;0002;2020-04-29 23:07:10.000;ITM0000004;1.39;1;0;0;EUR;KG
0000004103;0001;2020-04-29 23:17:10.000;ITM0000018;24.98;2;0;0;EUR;KG
0000004103;0002;2020-04-29 23:17:10.000;ITM0000013;10.32;8;0;0;EUR;L
0000004104;0001;2020-04-29 23:27:10.000;ITM0000013;3.87;3;0;0;EUR;L
0000004105;0001;2020-04-29 23:37:10.000;ITM0000014;14.31;9;0;0;EUR;L
0000004106;0001;2020-04-29 23:47:10.000;ITM0000005;8.67;3;0;0;EUR;KG
0000004106;0002;2020-04-29 23:47:10.000;ITM0000008;5.18;2;0;0;EUR;PKG
0000004107;0001;2020-04-29 23:57:10.000;ITM0000003;5.96;4;0;0;EUR;KG
0000004107;0002;2020-04-29 23:57:10.000;ITM0000006;5.34;6;0;0;EUR;PKG
0000004108;0001;2020-04-30 00:07:10.000;ITM0000011;0.39;1;0;0;EUR;L
0000004108;0002;2020-04-30 00:07:10.000;ITM0000018;24.98;2;0;0;EUR;KG
0000004109;0001;2020-04-30 00:17:10.000;ITM0000020;39.45;5;0;0;EUR;KG
0000004109;0002;2020-04-30 00:17:10.000;ITM0000018;62.45;5;0;0;EUR;KG
0000004110;0001;2020-04-30 00:27:10.000;ITM0000015;2.29;1;0;0;EUR;L
0000004111;0001;2020-04-30 00:37:10.000;ITM0000001;8.97;3;0;0;EUR;KG
0000004112;0001;2020-04-30 00:47:10.000;ITM0000018;12.49;1;0;0;EUR;KG
0000004113;0001;2020-04-30 00:57:10.000;ITM0000012;2.16;4;0;0;EUR;L
0000004114;0001;2020-04-30 01:07:10.000;ITM0000016;3.59;1;0;0;EUR;KG
0000004115;0001;2020-04-30 01:17:10.000;ITM0000006;0.89;1;0;0;EUR;PKG
0000004116;0001;2020-04-30 01:27:10.000;ITM0000014;6.36;4;0;0;EUR;L
0000004116;0002;2020-04-30 01:27:10.000;ITM0000018;49.96;4;0;0;EUR;KG
0000004117;0001;2020-04-30 01:37:10.000;ITM0000016;7.18;2;0;0;EUR;KG
0000004118;0001;2020-04-30 01:47:10.000;ITM0000006;7.12;8;0;0;EUR;PKG
0000004119;0001;2020-04-30 01:57:10.000;ITM0000012;3.24;6;0;0;EUR;L
0000004119;0002;2020-04-30 01:57:10.000;ITM0000018;37.47;3;0;0;EUR;KG
0000004120;0001;2020-04-30 02:07:10.000;ITM0000012;0.54;1;0;0;EUR;L
0000004120;0002;2020-04-30 02:07:10.000;ITM0000004;9.73;7;0;0;EUR;KG
0000004121;0001;2020-04-30 02:17:10.000;ITM0000009;16.73;7;0;0;EUR;PKG
0000004122;0001;2020-04-30 02:27:10.000;ITM0000008;20.72;8;0;0;EUR;PKG
0000004122;0002;2020-04-30 02:27:10.000;ITM0000016;7.18;2;0;0;EUR;KG
0000004123;0001;2020-04-30 02:37:10.000;ITM0000003;5.96;4;0;0;EUR;KG
0000004124;0001;2020-04-30 02:47:10.000;ITM0000019;19.95;5;0;0;EUR;KG
0000004124;0002;2020-04-30 02:47:10.000;ITM0000016;7.18;2;0;0;EUR;KG
0000004125;0001;2020-04-30 02:57:10.000;ITM0000011;1.56;4;0;0;EUR;L
0000004125;0002;2020-04-30 02:57:10.000;ITM0000011;2.73;7;0;0;EUR;L
0000004126;0001;2020-04-30 03:07:10.000;ITM0000011;2.34;6;0;0;EUR;L
0000004127;0001;2020-04-30 03:17:10.000;ITM0000012;4.86;9;0;0;EUR;L
0000004127;0002;2020-04-30 03:17:10.000;ITM0000014;1.59;1;0;0;EUR;L
0000004128;0001;2020-04-30 03:27:10.000;ITM0000003;13.41;9;0;0;EUR;KG
0000004129;0001;2020-04-30 03:37:10.000;ITM0000009;19.12;8;0;0;EUR;PKG
0000004130;0001;2020-04-30 03:47:10.000;ITM0000015;18.32;8;0;0;EUR;L
0000004130;0002;2020-04-30 03:47:10.000;ITM0000016;28.72;8;0;0;EUR;KG
